	fixationN	duration	position	wordN	freq	freqClass	sentenceN	runN
428	1	266.64899237755264	2.0	1	83.0	2	4	2
429	2	193.34678520335473	8.401491475625118	2	413.0	3	4	2
430	3	211.25040065054907	13.205907336172494	3	1.0	0	4	2
431	4	180.13767158171026	19.247266110115525	4	10593.0	4	4	2
432	5	133.61432796462245	22.329944611936064	5	9547.0	4	4	2
433	6	208.9196253857319	27.388161747835856	6	2715.0	3	4	2
434	7	207.29780834939749	34.25583685370832	8	3036.0	3	4	2
435	1	226.07043713048682	2.0	1	143.0	2	5	2
436	2	395.97378071525344	9.072657051252655	2	22.0	1	5	2
437	3	288.6952403479893	21.886433975345625	4	69974.0	5	5	2
438	4	261.0979193813768	27.393928324383985	5	39.0	2	5	2
439	5	111.50380838151742	35.670444301402625	6	97.0	2	5	2
440	6	164.11779712248793	38.98660392244814	6	97.0	2	5	2
441	7	294.2937752569279	44.874621163677865	7	2214.0	3	5	2
442	8	243.61356984170712	49.060601377325554	8	10.0	1	5	2
443	1	227.97152658330046	1.5	1	69974.0	5	6	2
444	2	172.1823173396414	6.925967186779154	2	45.0	2	6	2
445	3	234.87511465823837	12.787161129345423	3	1207.0	3	6	2
446	4	182.18123137853743	17.196324609514395	4	401.0	3	6	2
447	5	253.81649294487704	22.236821170980896	5	69974.0	5	6	2
448	6	274.1717777729014	27.94352567553095	6	40.0	2	6	2
449	7	305.74523494280754	32.709775684625335	7	26155.0	4	6	2
450	8	383.9751658118431	39.71931030350817	8	11.0	1	6	2
451	9	222.89477868328635	57.67085159781054	11	1635.0	3	6	2
452	10	79.33958303615186	55.08085785453633	11	1635.0	3	6	2
453	1	219.02888015630174	1.5	1	69974.0	5	7	2
454	2	257.49094730667866	9.076607422385637	2	19.0	1	7	2
455	3	141.00550128440125	18.638836942441795	3	102.0	2	7	2
456	4	157.60902847096793	15.233187710578749	3	102.0	2	7	2
457	5	330.84068190679307	24.408607227698475	4	26155.0	4	7	2
458	6	353.2622271719583	33.29853568071933	6	4.0	1	7	2
459	1	260.55321658072245	0.5	1	23127.0	4	8	2
460	2	271.77703759362294	5.001511670976143	2	11.0	1	8	2
461	3	320.8591263063167	14.39176817512568	3	1.0	0	8	2
462	4	383.7619234211725	23.482312346337654	4	1.0	0	8	2
463	5	104.72747989741777	40.41845787193728	7	61.0	2	8	2
464	6	153.91646127844785	56.389935152067196	10	31.0	1	8	2
465	1	423.8286196488516	3.5	1	1.0	0	9	2
466	2	249.18357672842887	11.645786658302887	2	90.0	2	9	2
467	3	230.74908319387302	18.001958246130624	3	9816.0	4	9	2
468	4	241.42427239082318	23.77327963020251	4	1.0	0	9	2
469	5	167.65133974132232	35.656742525094025	6	6.0	1	9	2
470	6	206.14787315669608	40.50234444648845	6	6.0	1	9	2
471	7	132.47321505702075	52.70966404965246	9	1.0	0	9	2
472	1	269.7273646645623	1.5	1	69974.0	5	10	2
473	2	373.3199110492854	7.20588044349083	2	8.0	1	10	2
474	3	309.05300318042265	16.426270610606124	3	39.0	2	10	2
475	4	242.13985155229904	28.531370827370825	4	83.0	2	10	2
476	5	119.98392249002104	35.172179903936225	6	69974.0	5	10	2
477	6	246.73336780528916	43.20811594580814	7	72.0	2	10	2
478	7	302.4563943566932	51.607893116123165	9	141.0	2	10	2
479	8	201.84643673900428	56.18843351149938	10	1029.0	3	10	2
480	1	207.55069706912022	1.5	1	15.0	1	11	2
481	2	296.32731553379483	7.192501584678508	2	413.0	3	11	2
482	3	114.77109584389815	4.953888151770633	2	413.0	3	11	2
483	4	172.14493957606166	8.96887011130943	3	69974.0	5	11	2
484	5	182.40727888593685	17.688509664034775	4	80.0	2	11	2
485	6	87.92658072665577	14.249336027635842	4	80.0	2	11	2
486	7	116.19781993085827	21.420394946232726	5	10593.0	4	11	2
487	8	291.68964508192107	28.96131405525764	6	3036.0	3	11	2
488	9	271.22230428815743	27.18208978812578	6	3036.0	3	11	2
489	10	92.93308812943519	33.14166899765429	8	16.0	1	11	2
490	11	113.04147705451126	44.28455478888429	10	1.0	0	11	2
491	1	268.01969057350624	1.0	1	13.0	1	12	2
492	2	197.24297780663952	4.891163532144871	2	9816.0	4	12	2
493	3	167.21956617205194	10.897845441825677	3	15.0	1	12	2
494	4	199.90254306725504	21.224512814340137	5	54.0	2	12	2
495	5	306.50999378481436	30.581132862464276	6	267.0	2	12	2
496	6	217.81305745213623	37.2928158768485	7	59.0	2	12	2
497	7	288.6236596133618	45.06577965947201	8	680.0	3	12	2
498	8	358.3203163697886	56.64891728633419	11	21335.0	4	12	2
499	1	319.4295995805332	2.5	1	1.0	0	13	2
500	2	168.51284605424462	8.263021263319168	2	28850.0	4	13	2
501	3	119.61645666076231	14.126201824345493	4	161.0	2	13	2
502	4	175.4034629641682	20.053223608905757	4	161.0	2	13	2
503	5	219.85167887343115	25.575906475970946	5	508.0	3	13	2
504	6	301.79382854605035	32.50409735331165	7	16.0	1	13	2
505	7	253.1187964880884	39.93201586454856	8	9489.0	4	13	2
506	8	148.68422887377005	44.708794926201165	9	2670.0	3	13	2
507	1	263.99204641488234	2.0	1	83.0	2	14	2
508	2	208.78750705748297	5.17823377440155	2	438.0	3	14	2
509	3	298.25015165781207	9.854507708233994	3	834.0	3	14	2
510	4	335.0962619956613	19.298521343851874	5	22.0	1	14	2
511	5	169.4963349098626	24.0772306902973	6	21335.0	4	14	2
512	1	218.2037239345844	1.5	1	69974.0	5	15	2
513	2	128.57404418560367	8.2117866833625	2	7.0	1	15	2
514	3	281.2215357323847	14.024940189648515	3	10.0	1	15	2
515	4	222.15584449003364	17.767581912519006	4	3286.0	4	15	2
516	5	264.8720858995599	27.157626075451468	5	32.0	1	15	2
517	6	311.56939968712345	38.26408507674358	7	58.0	2	15	2
518	7	294.5818733148732	48.32707836161623	8	2.0	0	15	2
519	8	192.16944816464473	53.94954613165738	9	28850.0	4	15	2
520	1	314.6209733245965	1.5	1	69974.0	5	16	2
521	2	140.57388166515955	4.09844789549709	2	57.0	2	16	2
522	3	146.474192129599	10.246885053957175	3	1.0	0	16	2
523	4	166.28624284622592	13.18407476572278	3	1.0	0	16	2
524	5	256.02674903109187	18.060543361561958	4	1068.0	3	16	2
525	6	146.1108287973127	23.95002215108218	5	69974.0	5	16	2
526	7	294.0991638547107	30.20880425044227	6	66.0	2	16	2
527	8	254.71787552283791	41.603735501219234	8	2252.0	3	16	2
528	9	207.7888998811605	46.35760900832972	9	9816.0	4	16	2
529	10	207.0814129827803	53.51161690471847	10	71.0	2	16	2
530	1	288.27075753914244	1.5	1	69974.0	5	17	2
531	2	191.87685410960913	6.662619522542511	2	351.0	3	17	2
532	3	259.2145724001687	11.30505592071874	3	570.0	3	17	2
533	4	248.5547470581751	17.858019210447974	4	10593.0	4	17	2
534	5	235.83391001934442	23.20329427594352	5	37.0	2	17	2
535	6	270.55982511005175	29.989296206685143	6	78.0	2	17	2
536	7	225.6207287146916	34.47761222905538	7	28850.0	4	17	2
537	8	348.752305480686	41.46727906105843	8	1.0	0	17	2
538	1	272.80010287863075	1.5	1	845.0	3	18	2
539	2	214.35522680685804	7.637216138217186	2	72.0	2	18	2
540	3	198.1157143532335	12.776318864513794	3	398.0	3	18	2
541	4	177.40589510868628	18.062912208172524	4	6994.0	4	18	2
542	5	241.55344267621953	22.630461744690187	5	165.0	2	18	2
543	6	141.14438463010373	26.846471262314097	7	445.0	3	18	2
544	7	191.3106260820547	30.879361844831763	7	445.0	3	18	2
545	8	133.44577468617683	36.51685497681149	9	59.0	2	18	2
546	9	176.01224681934056	42.78761116390977	9	59.0	2	18	2
547	1	237.1699577543976	1.5	1	69974.0	5	19	2
548	2	117.97275309167632	5.984805160683889	2	5.0	1	19	2
549	3	133.08360135290627	9.849256202828908	2	5.0	1	19	2
550	4	172.81794329997172	14.48892207327442	3	216.0	2	19	2
551	5	315.9102067200047	20.970847136382872	4	30.0	1	19	2
552	6	277.86510166135537	28.397296014628786	5	585.0	3	19	2
553	7	107.95928173091102	46.14303808112361	8	18.0	1	19	2
554	1	259.32666592531626	1.5	1	69974.0	5	20	2
555	2	266.85188425610477	7.183710840726174	2	36.0	2	20	2
556	3	167.6126638747331	12.266891933805518	3	49.0	2	20	2
557	4	142.63354668557352	14.994286695317367	3	49.0	2	20	2
558	5	191.562009717457	22.122581453162024	5	223.0	2	20	2
559	6	122.1046491572231	27.869243560592416	5	223.0	2	20	2
560	7	109.4452457449577	24.738572681051373	5	223.0	2	20	2
561	8	606.4090779993129	27.263061658917415	5	223.0	2	20	2
562	9	266.85729651669703	40.38667228583225	7	1789.0	3	20	2
563	10	207.81328231589754	44.63300319204854	8	23127.0	4	20	2
564	11	219.68189954827255	50.398890010213364	9	244.0	2	20	2
565	1	320.41121116642717	2.0	1	87.0	2	21	2
566	2	168.50499387048376	6.298305679050906	2	9816.0	4	21	2
567	3	185.84199202454707	10.292509233246577	3	69974.0	5	21	2
568	4	198.6803771464178	15.826130073826292	4	1748.0	3	21	2
569	5	240.5986852436373	22.463101656473526	5	4.0	1	21	2
570	6	290.5007951082905	32.755386339120776	7	36.0	2	21	2
571	7	319.4613691262859	45.283438866534134	9	143.0	2	21	2
572	8	295.40505615856785	58.57867944826163	11	21335.0	4	21	2
573	1	293.69282993764165	1.5	1	69974.0	5	22	2
574	2	243.78701406657362	7.828543853640537	2	1.0	0	22	2
575	3	256.67037841222054	14.28483024290767	3	67.0	2	22	2
576	4	286.77072055504783	18.198119508280328	4	69974.0	5	22	2
577	5	188.26267796968762	27.13863079063878	5	119.0	2	22	2
578	6	93.20644967860946	31.903675732247436	6	28850.0	4	22	2
579	7	171.71475097791463	40.250708842744984	8	6.0	1	22	2
580	8	187.90088676099143	35.48114636684259	7	49.0	2	22	2
581	9	164.4759468504206	38.12839793003572	7	49.0	2	22	2
582	10	214.76345260929762	34.2906379116305	7	49.0	2	22	2
583	11	200.64164554674747	47.87504102767791	8	6.0	1	22	2
584	1	280.187889238275	2.5	1	11.0	1	23	2
585	2	140.83158529925475	6.802562914292723	2	9816.0	4	23	2
586	3	297.7810981568456	9.806279144059449	3	145.0	2	23	2
587	4	297.1760032151247	20.82543719230155	5	69974.0	5	23	2
588	5	318.5028616025373	27.855990836995836	6	1.0	0	23	2
589	6	83.88987873111385	45.44662768409558	8	883.0	3	23	2
590	7	240.70809766935335	51.04171136815304	10	1.0	0	23	2
591	8	157.0440577982483	48.32831120831233	9	9547.0	4	23	2
592	9	183.65786226727408	57.6537115758323	10	1.0	0	23	2
593	1	232.34641683733682	2.0	1	1159.0	3	24	2
594	2	327.23542903774467	5.778779379959384	2	239.0	2	24	2
595	3	311.457331991356	13.427566920476021	3	25.0	1	24	2
596	4	158.92229083390754	23.297711448323973	4	86.0	2	24	2
597	5	128.22016382934513	26.532390414330493	4	86.0	2	24	2
598	6	224.87990633119367	32.28377474544675	6	343.0	3	24	2
599	7	324.7761162619837	39.40894809709222	7	3297.0	4	24	2
600	8	271.74638439734247	46.20545836705493	8	145.0	2	24	2
601	9	123.73159315903266	56.938276950803115	10	24.0	1	24	2
602	1	266.8018845226717	1.5	1	69974.0	5	25	2
603	2	311.1361629507323	10.286871553843717	2	1.0	0	25	2
604	3	256.5177132300793	15.544989612783048	3	9816.0	4	25	2
605	4	177.76652441301252	22.058149258912202	4	24.0	1	25	2
606	5	316.2267098237263	28.705409894277388	5	2333.0	3	25	2
607	6	167.61052970195328	34.47833786082118	6	6994.0	4	25	2
608	7	139.30665752157262	38.00361608680805	7	1.0	0	25	2
609	8	143.9595401751533	42.57272630588748	7	1.0	0	25	2
610	1	217.42827117153405	1.0	1	8761.0	4	26	2
611	2	185.73035918871474	5.325478775987139	3	4868.0	4	26	2
612	3	206.21269009810112	7.15975511209637	3	4868.0	4	26	2
613	4	222.2135548245235	14.847258236660625	4	63.0	2	26	2
614	5	236.6538704239918	19.883201609649568	5	26155.0	4	26	2
615	6	191.9349194940355	22.161038864672115	6	772.0	3	26	2
616	7	307.34890538838573	32.591322376467375	8	2.0	0	26	2
617	8	191.2409241909603	37.809435145142515	9	55.0	2	26	2
618	9	242.77165092109988	43.82684748444494	10	23127.0	4	26	2
619	10	366.379671500408	51.57373007855827	12	21335.0	4	26	2
620	1	292.9250231103659	2.0	1	1.0	0	27	2
621	2	205.9118722770519	7.88445381113512	2	426.0	3	27	2
622	3	119.99550818834477	12.17709692361055	3	6995.0	4	27	2
623	4	155.8127518807624	18.957846924616067	5	1.0	0	27	2
624	5	373.0117690548513	24.921353572522335	5	1.0	0	27	2
625	6	265.3221362454426	50.29164237656411	10	58.0	2	27	2
626	1	313.39740888630445	1.0	1	14.0	1	28	2
627	2	226.55195032769183	8.83469265346419	2	34.0	2	28	2
628	3	135.0635710906224	18.700334725560026	3	1015.0	3	28	2
629	4	114.9217582486117	12.391364260849041	3	1015.0	3	28	2
630	5	104.05171943733089	22.631937156492114	4	123.0	2	28	2
631	6	146.13214295104294	27.297493129416395	5	26155.0	4	28	2
632	7	215.7014842231579	31.562543980642133	6	58.0	2	28	2
633	8	129.8105359740578	35.58952967246513	6	58.0	2	28	2
634	9	359.34476808329583	42.61090236294213	7	25.0	1	28	2
635	10	65.38505553726588	45.74016790695524	8	23127.0	4	28	2
636	1	313.069450726935	1.5	1	69974.0	5	29	2
637	2	268.99809335538254	6.9820483721935895	2	1.0	0	29	2
638	3	313.9506376847395	11.44615353174954	3	5.0	1	29	2
639	4	179.6194176629311	33.162610782709976	7	9547.0	4	29	2
640	5	115.07606204056589	29.974540023342797	6	7251.0	4	29	2
641	6	303.28541547890825	40.57662650254404	8	97.0	2	29	2
642	1	309.55207455552073	2.0	1	87.0	2	30	2
643	2	257.81676838985743	4.65083252510173	2	9816.0	4	30	2
644	3	309.3282316232748	12.39675051467082	3	3.0	0	30	2
645	4	213.70870030726772	19.654267963476972	4	26155.0	4	30	2
646	5	287.4180408886329	25.027536094156705	5	76.0	2	30	2
647	6	262.2396763825941	30.629191367052726	7	1.0	0	30	2
648	7	234.24383955206187	34.986774510203304	7	1.0	0	30	2
649	8	346.60908677529864	43.843208313896454	9	3036.0	3	30	2
650	9	110.03965486764743	51.04520164624177	10	1.0	0	30	2
651	1	336.45570418350616	3.5	1	104.0	2	31	2
652	2	211.06376852064486	9.208913859106467	2	7289.0	4	31	2
653	3	289.88370957773935	17.068015067500493	3	2.0	0	31	2
654	4	318.7824932451536	26.244099825070506	5	10.0	1	31	2
655	5	190.74230763934614	30.598279142806348	6	9816.0	4	31	2
656	6	258.9601767981788	38.00550605588191	7	75.0	2	31	2
657	7	142.36742584111605	52.53849225319678	10	1.0	0	31	2
658	8	261.23235589229466	57.24064714407195	11	1.0	0	31	2
659	1	292.91739321938934	4.5	1	1.0	0	32	2
660	2	173.84433460546754	12.729719758266947	2	4371.0	4	32	2
661	3	127.40898503265412	10.008048281041358	2	4371.0	4	32	2
662	4	263.444706083764	13.794188689696329	2	4371.0	4	32	2
663	5	214.03557946744596	25.11179273005375	4	26.0	1	32	2
664	6	257.75255269467874	30.28120936545861	5	69974.0	5	32	2
665	7	72.60408795344999	47.82732145789666	8	69974.0	5	32	2
666	8	493.7175574372057	59.11393406901474	9	1.0	0	32	2
667	1	283.7132615943893	3.0	1	52.0	2	33	2
668	2	95.37185169334965	8.300009104903161	2	119.0	2	33	2
669	3	96.57403927929442	12.89338626477462	2	119.0	2	33	2
670	4	149.32829245723525	19.340101071521982	4	1.0	0	33	2
671	5	150.71844656417892	16.471258207689747	3	8.0	1	33	2
672	6	313.97963718229886	22.23221914312214	4	1.0	0	33	2
673	7	161.03904136597333	32.303749448678765	6	1.0	0	33	2
674	8	251.90524656989996	37.53320533070536	6	1.0	0	33	2
675	1	343.739433102871	1.5	1	69974.0	5	34	2
676	2	148.0161225778906	6.101665599818101	2	31.0	1	34	2
677	3	152.51920763621968	13.132760118444427	3	8.0	1	34	2
678	4	109.13273943116769	17.487962991709622	3	8.0	1	34	2
679	5	437.7509201869258	25.68363883205187	5	1.0	0	34	2
680	6	184.73762959230103	33.66545135303506	7	9547.0	4	34	2
681	7	266.84649048182234	36.58944842683231	8	20.0	1	34	2
682	1	248.53084458170454	1.5	1	69974.0	5	35	2
683	2	196.21076706543397	7.372486198914125	2	831.0	3	35	2
684	3	275.9426337436965	14.235393709088843	3	220.0	2	35	2
685	4	236.9072471875051	17.678372536361422	4	5134.0	4	35	2
686	5	220.99038108254473	25.376139226120678	5	1.0	0	35	2
687	6	319.6977513313037	30.07940533087935	7	3036.0	3	35	2
688	7	125.99240980391738	40.35281484024584	9	28850.0	4	35	2
689	8	124.08333263555477	45.22030055141521	11	1.0	0	35	2
690	9	174.04981688410865	41.69367587734988	9	28850.0	4	35	2
691	1	247.1062139596073	1.5	1	69974.0	5	36	2
692	2	162.2506516925572	7.429488668096029	2	61.0	2	36	2
693	3	166.70491829144365	3.3241655827558354	2	61.0	2	36	2
694	4	149.95230349135517	12.583306278128841	3	9816.0	4	36	2
695	5	165.51265874875853	19.317541449704933	4	104.0	2	36	2
696	6	116.40351391054568	26.342478936911604	6	3.0	0	36	2
697	7	343.520237671838	21.799982360336585	5	7289.0	4	36	2
698	8	349.4549776350947	37.11223336760919	7	93.0	2	36	2
699	9	272.74580302918315	43.18021893002489	8	15.0	1	36	2
700	10	161.87443525196755	54.997520984930816	10	1.0	0	36	2
701	1	277.1004225001004	1.5	1	69974.0	5	37	2
702	2	193.72234651628392	7.562427889932717	2	213.0	2	37	2
703	3	151.0441494462506	13.575996173336339	4	23127.0	4	37	2
704	4	273.6357261371425	20.4126197541191	5	9.0	1	37	2
705	5	357.2351534493091	28.220703340220446	6	1814.0	3	37	2
706	6	207.85038447344803	34.95798731947417	7	681.0	3	37	2
707	7	230.86250938796195	42.07062341977555	8	1.0	0	37	2
708	8	221.00486993988494	45.97833210300489	9	5305.0	4	37	2
709	9	253.04205577328707	49.48126777597889	10	1.0	0	37	2
710	10	158.27382503072025	59.36546448463105	12	1.0	0	37	2
711	1	300.84149714121577	2.0	1	1.0	0	38	2
712	2	232.90100393163345	6.604502134831513	2	4.0	1	38	2
713	3	181.10269518862034	13.87739563999175	3	1789.0	3	38	2
714	4	229.0617389276317	20.699374710772286	5	445.0	3	38	2
715	5	313.46616639413213	32.62676762383665	7	10.0	1	38	2
716	6	245.44544178368793	40.63860916108885	9	1.0	0	38	2
717	7	276.88667603876456	45.11526194849503	9	1.0	0	38	2
718	8	172.63869910832878	56.164808383851565	11	69974.0	5	38	2
719	1	292.0827284067313	1.5	1	69974.0	5	39	2
720	2	196.94195204937077	6.650834914336777	2	831.0	3	39	2
721	3	265.1446405801614	13.128827389247622	3	220.0	2	39	2
722	4	246.57645502724898	17.745844574062502	4	78.0	2	39	2
723	5	257.85232752997723	25.468109593575356	5	3001.0	3	39	2
724	6	171.4267218324496	29.91578722748631	7	69974.0	5	39	2
725	7	211.4135144744705	38.883456989694466	8	1.0	0	39	2
726	8	254.9172748657381	44.112136356584884	9	2096.0	3	39	2
727	1	284.18642396416243	1.5	1	69974.0	5	40	2
728	2	178.3635494405184	8.320281066740696	2	9.0	1	40	2
729	3	282.9262820274586	15.223839200705918	3	67.0	2	40	2
730	4	266.3466493070844	20.591876908665956	4	6994.0	4	40	2
731	5	190.88467912530749	24.128245686812342	5	1.0	0	40	2
732	6	326.11032440644453	30.466755271851323	6	28850.0	4	40	2
733	7	134.47354600783265	37.065708288589484	7	1601.0	3	40	2
734	8	112.26841823998919	44.419729693899725	9	22.0	1	40	2
735	9	220.90657536122671	49.73658881877444	9	22.0	1	40	2
736	10	177.04562318676943	62.971867957328726	12	103.0	2	40	2
737	1	286.8414665652133	1.5	1	69974.0	5	41	2
738	2	178.91031583008444	7.369839003014278	2	123.0	2	41	2
739	3	212.05992755516687	11.762774805611443	3	288.0	2	41	2
740	4	254.88251233217258	19.964122165185657	4	1.0	0	41	2
741	5	149.0842094321937	25.886709351442015	5	68.0	2	41	2
742	6	148.00907664398144	33.28570908354711	7	1.0	0	41	2
743	7	131.69232857430046	29.174743445351606	6	23127.0	4	41	2
744	8	306.01867971481056	32.2384915150322	7	1.0	0	41	2
745	9	178.72851567759136	48.75107872288737	10	23127.0	4	41	2
746	1	277.8781854854151	1.5	1	69974.0	5	42	2
747	2	185.98684466562412	9.23812461796691	2	8.0	1	42	2
748	3	113.6957777552446	13.842289487352613	3	1.0	0	42	2
749	4	170.0328680481597	18.63099244136363	3	1.0	0	42	2
750	5	266.0464107964774	24.828216375741583	4	37.0	2	42	2
751	6	369.77311061255693	39.98825747594742	6	1.0	0	42	2
752	1	237.4394884144557	2.5	1	1068.0	3	43	2
753	2	270.7377946927174	11.503444218102134	2	34.0	2	43	2
754	3	183.79885581318484	19.612117718161045	3	265.0	2	43	2
755	4	262.69046112651074	24.18561722842828	4	69974.0	5	43	2
756	5	294.3720662527503	29.71397828306798	5	2.0	0	43	2
757	6	260.15662037160314	37.234762848637345	6	56.0	2	43	2
758	7	334.4200340357951	44.06583147470619	7	12.0	1	43	2
759	8	309.8006492553435	55.8705378734997	9	23127.0	4	43	2
760	1	297.9827939288517	1.0	1	5372.0	4	44	2
761	2	323.09955763363274	10.29927027536208	3	131.0	2	44	2
762	3	150.67454202932603	18.835073113788205	4	216.0	2	44	2
763	4	467.6194410552035	24.817062666965683	5	847.0	3	44	2
764	5	161.8222451570903	32.47563653097712	6	3286.0	4	44	2
765	6	197.3164306826269	38.84494223272786	7	36.0	2	44	2
766	7	359.7630241079593	47.64659556990821	9	3.0	0	44	2
767	1	366.2222581059486	1.5	1	69974.0	5	45	2
768	2	212.21730829767105	8.210238255575367	2	6.0	1	45	2
769	3	364.43099715373137	16.611055905303413	3	6.0	1	45	2
770	4	203.64615756029204	22.084618612746517	4	65.0	2	45	2
771	5	257.66118506714895	26.321829155034564	5	23127.0	4	45	2
772	6	139.32145932385546	29.69064410870167	6	203.0	2	45	2
773	7	249.46308640352558	37.91978499414606	7	1.0	0	45	2
774	8	282.5837213152141	44.66610164518757	8	67.0	2	45	2
775	1	274.78346480865565	2.0	1	2333.0	3	46	2
776	2	253.57608593613986	6.664956320767088	2	69974.0	5	46	2
777	3	214.53612697270714	9.440920647052131	3	1207.0	3	46	2
778	4	319.60599810471564	15.936487858483837	4	134.0	2	46	2
779	5	91.16278520700408	18.297566263128058	5	21335.0	4	46	2
780	6	397.4409508934796	27.5922118884598	7	7.0	1	46	2
781	7	285.16853642530526	35.35144158631062	8	3727.0	4	46	2
782	8	290.0425974227848	40.680042060173335	9	1.0	0	46	2
783	9	285.5614637907808	45.84400538697016	10	76.0	2	46	2
784	1	319.73694869088376	1.5	1	69974.0	5	47	2
785	2	233.35286508333843	8.042271413109528	2	6.0	1	47	2
786	3	166.78571888093992	13.2557882879565	3	36.0	2	47	2
787	4	183.24250999809666	17.10012965278085	3	36.0	2	47	2
788	5	130.52639221318748	12.710693087785039	3	36.0	2	47	2
789	6	2877.0828704373835	16.905762134193516	3	36.0	2	47	2
790	7	179.99370245981095	39.65779725527563	7	28850.0	4	47	2
791	8	204.21040311877607	32.89653144876676	6	2.0	0	47	2
792	9	283.08448927470386	40.46481011413952	7	28850.0	4	47	2
793	10	291.37806564178067	43.985552468251804	8	8761.0	4	47	2
794	11	229.99007677542113	51.21860837876341	9	13.0	1	47	2
795	1	286.91183717651404	2.0	1	2333.0	3	48	2
796	2	284.7750316226418	8.058065605490906	2	2.0	0	48	2
797	3	229.04460978745894	13.248888917101745	3	1.0	0	48	2
798	4	287.65468787932605	20.660950948358238	4	246.0	2	48	2
799	5	277.0615815197703	26.390015488402828	5	1.0	0	48	2
800	6	317.4671940202255	38.619797488483215	7	10.0	1	48	2
801	7	298.5903382579282	48.408691736530024	9	41.0	2	48	2
