	fixationN	duration	position	wordN	freq	freqClass	sentenceN	runN
341	7	197.66735484542656	27.90306515204996	5	68.0	2	41	1
342	8	174.75121440351336	34.130904056594765	7	1.0	0	41	1
343	9	181.39225015612197	32.28834847237846	7	1.0	0	41	1
344	10	153.0377395449332	50.808796600474146	11	51.0	2	41	1
345	1	248.39451888828435	1.5	1	69974.0	5	42	1
346	2	164.4268639096567	9.199623470994618	2	8.0	1	42	1
347	3	164.61961829535517	14.912616541981862	3	1.0	0	42	1
348	4	354.07452995238924	28.026229015821144	4	37.0	2	42	1
349	1	344.86380286305035	2.5	1	1068.0	3	43	1
350	2	131.8695212343628	8.201541927837185	2	34.0	2	43	1
351	3	144.91910428367694	10.520460428881428	2	34.0	2	43	1
352	4	277.3879992202805	20.101931273971566	3	265.0	2	43	1
353	5	183.00736582325848	24.420710842590772	4	69974.0	5	43	1
354	6	257.5402067679675	30.55084379079564	5	2.0	0	43	1
355	7	338.07045824879265	38.01939420616149	6	56.0	2	43	1
356	8	240.16129842969065	47.00328021441426	7	12.0	1	43	1
357	9	219.60607656707685	55.99926250040613	9	23127.0	4	43	1
358	1	283.1481693434367	1.0	1	5372.0	4	44	1
359	2	165.7107150082984	5.802075376841555	2	69974.0	5	44	1
360	3	144.4368543330939	16.43955519417393	4	216.0	2	44	1
361	4	186.72219465634635	20.12054273901756	4	216.0	2	44	1
362	5	246.2491284648114	24.24343341072116	5	847.0	3	44	1
363	6	253.05953808015866	31.118126512667665	6	3286.0	4	44	1
364	7	314.45505301689326	38.00106534280049	7	36.0	2	44	1
365	8	186.98016197869214	44.42794149984963	9	3.0	0	44	1
366	9	208.03779516903424	48.90143091951925	9	3.0	0	44	1
367	1	265.9039085875901	1.5	1	69974.0	5	45	1
368	2	160.7604504284017	11.068685101293022	2	6.0	1	45	1
369	3	332.78232242074466	18.432202820241223	3	6.0	1	45	1
370	4	224.3158473340934	24.891775608950084	4	65.0	2	45	1
371	5	135.4799084295825	29.663137704072213	6	203.0	2	45	1
372	6	146.21467044236104	23.858350801817178	4	65.0	2	45	1
373	7	254.32550276301643	30.42144552800306	6	203.0	2	45	1
374	8	271.45957450249136	38.57374662768879	7	1.0	0	45	1
375	9	304.86083830166393	48.57257355076436	9	26155.0	4	45	1
376	10	305.2120469716067	56.37510970439322	11	46.0	2	45	1
377	1	257.15352582385736	2.0	1	2333.0	3	46	1
378	2	158.8594140032009	6.509339091039312	2	69974.0	5	46	1
379	3	249.8986343307479	10.377094267973549	3	1207.0	3	46	1
380	4	193.90577188610422	15.599367662104154	4	134.0	2	46	1
381	5	228.21338682084138	19.931159816388263	6	69974.0	5	46	1
382	6	300.36748556334305	26.63230898549282	7	7.0	1	46	1
383	7	287.7432677743067	34.13819650377636	8	3727.0	4	46	1
384	8	210.46747276043345	39.59702237250819	9	1.0	0	46	1
385	9	301.56376893730067	46.74460516477783	10	76.0	2	46	1
386	1	239.1637290181999	1.5	1	69974.0	5	47	1
387	2	92.0596106503389	6.8357434954877725	2	6.0	1	47	1
388	3	113.76453921337784	11.092325119993752	3	36.0	2	47	1
389	4	264.87989432063176	4.860708729784614	2	6.0	1	47	1
390	5	210.74318093531065	20.123045787478993	4	101.0	2	47	1
391	6	157.79764611645635	24.962158684341595	4	101.0	2	47	1
392	7	349.02815155014616	32.50070352900847	6	2.0	0	47	1
393	8	271.9455619554259	39.79231761273351	7	28850.0	4	47	1
394	9	129.71185990692823	43.8979493434999	8	8761.0	4	47	1
395	10	322.41299561881726	51.5401524945447	9	13.0	1	47	1
396	1	245.03265778107632	2.0	1	2333.0	3	48	1
397	2	381.5960481936024	7.023797701715029	2	2.0	0	48	1
398	3	321.41834952401007	11.005354490046527	3	1.0	0	48	1
399	4	192.96803947465037	18.766748571927472	4	246.0	2	48	1
400	5	244.18300303991705	27.832584171735505	5	1.0	0	48	1
401	6	261.1279418555666	39.690596210191075	7	10.0	1	48	1
402	7	132.2168344459196	47.90825703952334	9	41.0	2	48	1
403	8	178.9914696678797	51.76086052620077	9	41.0	2	48	1
